180,12	19933,333
180,49	19933,333
180,87	19933,333
181,25	-440,833
181,63	-2547,619
182,01	-576,712
182,38	-2410,000
182,76	-586,047
183,14	-379,231
183,52	-10580,000
183,89	1387,805
184,27	-247,200
184,65	54400,000
185,03	-2400,000
185,40	-798,507
185,78	-401,653
186,16	-6133,333
186,54	-1436,111
186,91	3305,882
187,29	-1448,837
187,67	-754,237
188,05	563,265
188,42	-334,815
188,80	-1448,718
189,18	-151,064
189,56	-142,994
189,93	-295,455
190,31	-304,094
190,69	-289,048
191,06	-521,705
191,44	-175,182
191,82	-165,484
192,20	-194,758
192,57	-231,330
192,95	-261,905
193,33	-432,215
193,70	-222,672
194,08	-405,732
194,46	-223,353
194,83	-162,463
195,21	-390,278
195,59	-173,469
195,96	-187,607
196,34	-156,364
196,72	-214,957
197,09	-220,084
197,47	-122,535
197,85	-153,872
198,22	-132,335
198,60	-304,945
198,98	-352,174
199,35	-203,422
199,73	-326,966
200,11	-166,265
200,48	-160,584
200,86	-148,235
201,24	-147,917
201,61	-210,762
201,99	-176,753
202,37	-361,635
202,74	-185,551
203,12	-220,312
203,49	-186,331
203,87	-132,873
204,25	-203,030
204,62	-294,054
205,00	-190,272
205,37	-184,122
205,75	-176,512
206,13	-167,463
206,50	-148,485
206,88	-348,344
207,25	-146,761
207,63	-108,642
208,01	-211,983
208,38	-172,664
208,76	-128,571
209,13	-87,619
209,51	-124,028
209,88	-203,484
210,26	-226,374
210,64	-200,000
211,01	-122,543
211,39	-114,112
211,76	-124,259
212,14	-135,657
212,51	-145,879
212,89	-142,407
213,26	-117,949
213,64	-138,107
214,02	-89,700
214,39	-127,251
214,77	-74,754
215,14	-74,032
215,52	-78,788
215,89	-46,939
216,27	-36,711
216,64	-27,194
217,02	-45,190
217,39	-41,217
217,77	-30,162
218,14	-26,344
218,52	-23,434
218,89	-21,834
219,27	-21,488
219,64	-25,013
220,02	-19,170
220,39	-18,388
220,77	-23,176
221,14	-13,135
221,52	-16,591
221,89	-14,261
222,27	-16,485
222,64	-11,437
223,02	-11,065
223,39	-12,570
223,77	-11,619
224,14	-7,991
224,51	-8,077
224,89	-11,463
225,26	-4,995
225,64	-9,368
226,01	-7,602
226,39	-7,876
226,76	-7,184
227,14	-6,585
227,51	-4,349
227,88	-5,213
228,26	-4,460
228,63	-4,894
229,01	-3,810
229,38	-5,060
229,75	-3,186
230,13	-3,506
230,50	-2,495
230,88	-2,000
231,25	-2,499
231,63	-1,447
232,00	-2,567
232,37	-2,259
232,75	-3,188
233,12	-1,408
233,49	-3,191
233,87	-1,869
234,24	-1,730
234,62	-0,494
234,99	-1,775
235,36	-0,474
235,74	-1,198
236,11	-1,110
236,48	-0,938
236,86	-0,633
237,23	0,040
237,60	-0,477
237,98	-0,352
238,35	-0,543
238,73	-0,608
239,10	-0,219
239,47	-0,423
239,85	0,224
240,22	-0,237
240,59	-0,069
240,96	0,081
241,34	0,443
241,71	-0,497
242,08	0,006
242,46	-0,038
242,83	0,363
243,20	0,360
243,58	0,090
243,95	0,588
244,32	1,308
244,70	0,485
245,07	1,105
245,44	1,108
245,81	1,217
246,19	1,142
246,56	0,459
246,93	0,704
247,31	0,545
247,68	0,925
248,05	0,416
248,42	1,204
248,80	0,215
249,17	0,342
249,54	0,045
249,91	0,859
250,29	0,910
250,66	1,200
251,03	0,946
251,40	0,761
251,78	1,464
252,15	0,953
252,52	1,206
252,89	0,822
253,26	1,500
253,64	1,560
254,01	1,051
254,38	1,462
254,75	0,996
255,12	1,545
255,50	1,595
255,87	1,171
256,24	1,549
256,61	1,733
256,98	1,241
257,36	1,566
257,73	0,848
258,10	1,593
258,47	1,599
258,84	1,456
259,22	1,747
259,59	1,120
259,96	1,901
260,33	1,562
260,70	1,470
261,07	1,335
261,45	1,664
261,82	1,490
262,19	1,390
262,56	1,280
262,93	1,574
263,30	1,891
263,67	0,988
264,04	1,530
264,42	1,686
264,79	1,435
265,16	1,231
265,53	1,659
265,90	1,458
266,27	1,675
266,64	1,638
267,01	1,124
267,39	1,200
267,76	1,514
268,13	1,679
268,50	1,262
268,87	1,510
269,24	1,472
269,61	1,331
269,98	1,191
270,35	1,593
270,72	1,553
271,09	1,478
271,46	1,603
271,84	1,291
272,21	1,136
272,58	1,333
272,95	1,472
273,32	1,637
273,69	0,883
274,06	1,073
274,43	1,043
274,80	1,262
275,17	1,540
275,54	1,116
275,91	1,138
276,28	1,227
276,65	1,213
277,02	0,910
277,39	1,315
277,76	0,892
278,13	1,295
278,50	0,895
278,87	1,304
279,24	1,136
279,61	1,014
279,98	1,870
280,35	1,164
280,72	1,306
281,09	1,173
281,46	0,923
281,83	1,515
282,20	1,109
282,57	1,013
282,94	0,912
283,31	0,966
283,68	1,099
284,05	1,113
284,42	1,024
284,79	1,098
285,16	1,287
285,53	1,077
285,90	0,966
286,27	1,463
286,64	1,231
287,00	1,727
287,37	1,179
287,74	1,282
288,11	1,069
288,48	1,316
288,85	0,996
289,22	1,401
289,59	1,395
289,96	1,171
290,33	0,947
290,70	1,352
291,07	1,116
291,43	1,346
291,80	1,171
292,17	1,275
292,54	1,437
292,91	1,263
293,28	1,102
293,65	1,307
294,02	1,546
294,38	1,070
294,75	1,173
295,12	1,744
295,49	1,447
295,86	1,390
296,23	1,613
296,60	1,435
296,96	1,473
297,33	1,498
297,70	1,348
298,07	1,552
298,44	1,546
298,81	1,296
299,17	1,637
299,54	1,920
299,91	1,698
300,28	1,709
300,65	1,641
301,02	1,370
301,38	1,370
301,75	1,176
302,12	1,613
302,49	1,211
302,86	1,513
