180,12	-2221,277
180,49	-2221,277
180,87	-2221,277
181,25	-563,415
181,63	-1258,333
182,01	-1944,231
182,38	-1282,558
182,76	3002,564
183,14	-620,787
183,52	-894,068
183,89	-1230,488
184,27	-580,357
184,65	-489,216
185,03	5209,091
185,40	-816,541
185,78	-746,269
186,16	-544,149
186,54	-3753,333
186,91	-887,402
187,29	-1070,707
187,67	-670,779
188,05	-742,553
188,42	29325,000
188,80	-1867,241
189,18	-208,132
189,56	-251,475
189,93	-302,681
190,31	-220,128
190,69	-362,987
191,06	-419,259
191,44	-229,767
191,82	-290,152
192,20	-199,023
192,57	-327,003
192,95	-258,418
193,33	-341,009
193,70	-171,875
194,08	-218,119
194,46	-328,857
194,83	-219,915
195,21	-238,605
195,59	-252,051
195,96	-227,204
196,34	-306,122
196,72	-306,838
197,09	-297,187
197,47	-245,070
197,85	-210,200
198,22	-231,323
198,60	-280,270
198,98	-229,545
199,35	-222,976
199,73	-208,384
200,11	-296,124
200,48	-210,928
200,86	-250,483
201,24	-183,894
201,61	-293,521
201,99	-283,113
202,37	-248,931
202,74	-235,714
203,12	-218,182
203,49	-224,262
203,87	-242,697
204,25	-289,119
204,62	-211,667
205,00	-203,831
205,37	-184,393
205,75	-179,846
206,13	-251,537
206,50	-218,080
206,88	-224,895
207,25	-202,778
207,63	-229,425
208,01	-175,856
208,38	-232,311
208,76	-179,928
209,13	-214,128
209,51	-173,458
209,88	-213,693
210,26	-206,410
210,64	-185,741
211,01	-187,199
211,39	-180,000
211,76	-151,389
212,14	-253,333
212,51	-160,458
212,89	-231,278
213,26	-124,818
213,64	-122,025
214,02	-88,212
214,39	-152,916
214,77	-109,273
215,14	-120,436
215,52	-87,376
215,89	-64,424
216,27	-72,289
216,64	-59,088
217,02	-61,321
217,39	-56,427
217,77	-40,545
218,14	-47,771
218,52	-37,823
218,89	-36,834
219,27	-35,031
219,64	-32,783
220,02	-27,234
220,39	-28,355
220,77	-26,107
221,14	-23,100
221,52	-26,714
221,89	-21,404
222,27	-23,422
222,64	-22,061
223,02	-19,707
223,39	-19,093
223,77	-18,370
224,14	-17,395
224,51	-15,495
224,89	-15,436
225,26	-14,852
225,64	-15,832
226,01	-13,186
226,39	-12,003
226,76	-12,492
227,14	-11,269
227,51	-11,502
227,88	-10,960
228,26	-10,047
228,63	-9,914
229,01	-10,753
229,38	-7,450
229,75	-8,972
230,13	-9,114
230,50	-7,089
230,88	-7,201
231,25	-7,273
231,63	-5,885
232,00	-7,479
232,37	-7,483
232,75	-6,050
233,12	-7,024
233,49	-6,042
233,87	-6,243
234,24	-5,940
234,62	-5,636
234,99	-5,749
235,36	-5,105
235,74	-5,209
236,11	-5,243
236,48	-5,222
236,86	-4,285
237,23	-4,859
237,60	-4,438
237,98	-4,340
238,35	-3,682
238,73	-4,144
239,10	-4,264
239,47	-4,616
239,85	-4,378
240,22	-3,429
240,59	-4,201
240,96	-4,344
241,34	-3,434
241,71	-3,672
242,08	-3,242
242,46	-3,875
242,83	-3,707
243,20	-3,017
243,58	-3,037
243,95	-3,131
244,32	-2,856
244,70	-2,231
245,07	-3,210
245,44	-3,167
245,81	-3,323
246,19	-2,644
246,56	-2,722
246,93	-3,319
247,31	-2,757
247,68	-3,000
248,05	-3,143
248,42	-3,014
248,80	-2,829
249,17	-2,856
249,54	-2,780
249,91	-2,920
250,29	-2,615
250,66	-2,480
251,03	-2,774
251,40	-1,966
251,78	-2,273
252,15	-2,745
252,52	-2,634
252,89	-2,373
253,26	-2,563
253,64	-2,283
254,01	-2,873
254,38	-2,409
254,75	-2,321
255,12	-2,027
255,50	-2,237
255,87	-1,696
256,24	-2,032
256,61	-1,645
256,98	-2,263
257,36	-2,182
257,73	-1,616
258,10	-2,066
258,47	-1,921
258,84	-1,925
259,22	-1,714
259,59	-1,449
259,96	-1,861
260,33	-2,011
260,70	-1,887
261,07	-1,764
261,45	-1,891
261,82	-1,782
262,19	-2,025
262,56	-1,830
262,93	-1,767
263,30	-1,749
263,67	-1,857
264,04	-1,566
264,42	-1,612
264,79	-1,726
265,16	-1,739
265,53	-1,454
265,90	-1,738
266,27	-1,577
266,64	-1,585
267,01	-1,745
267,39	-1,493
267,76	-1,736
268,13	-1,587
268,50	-1,976
268,87	-1,420
269,24	-1,813
269,61	-1,692
269,98	-1,472
270,35	-1,435
270,72	-1,383
271,09	-1,601
271,46	-1,718
271,84	-1,402
272,21	-1,341
272,58	-1,452
272,95	-1,641
273,32	-1,455
273,69	-1,358
274,06	-1,824
274,43	-1,439
274,80	-1,789
275,17	-2,054
275,54	-1,926
275,91	-1,696
276,28	-1,730
276,65	-1,464
277,02	-1,730
277,39	-1,970
277,76	-1,726
278,13	-1,861
278,50	-1,754
278,87	-2,020
279,24	-2,043
279,61	-1,720
279,98	-1,813
280,35	-1,986
280,72	-1,968
281,09	-1,579
281,46	-2,167
281,83	-1,884
282,20	-1,972
282,57	-2,012
282,94	-2,280
283,31	-2,037
283,68	-1,984
284,05	-1,654
284,42	-1,610
284,79	-1,624
285,16	-1,678
285,53	-1,806
285,90	-1,792
286,27	-2,055
286,64	-1,668
287,00	-1,920
287,37	-1,910
287,74	-1,907
288,11	-1,737
288,48	-1,980
288,85	-1,565
289,22	-1,648
289,59	-1,573
289,96	-1,596
290,33	-1,797
290,70	-1,685
291,07	-1,322
291,43	-1,727
291,80	-1,439
292,17	-1,451
292,54	-1,615
292,91	-1,384
293,28	-1,536
293,65	-1,436
294,02	-1,685
294,38	-1,643
294,75	-1,562
295,12	-1,455
295,49	-1,676
295,86	-1,789
296,23	-1,524
296,60	-1,647
296,96	-1,632
297,33	-1,665
297,70	-1,604
298,07	-1,451
298,44	-1,686
298,81	-1,317
299,17	-1,629
299,54	-1,475
299,91	-1,871
300,28	-1,647
300,65	-1,567
301,02	-1,624
301,38	-1,707
301,75	-1,585
302,12	-1,716
302,49	-1,751
302,86	-1,674
303,22	-1,671
303,59	-1,705
303,96	-1,743
304,33	-1,664
304,69	-1,470
305,06	-1,709
305,43	-1,801
305,80	-1,791
306,17	-1,724
306,53	-1,779
306,90	-1,765
307,27	-1,838
307,64	-2,032
308,00	-1,904
308,37	-1,876
308,74	-1,613
309,11	-2,238
309,47	-1,735
309,84	-1,695
310,21	-1,725
310,57	-2,016
310,94	-1,688
311,31	-1,684
311,68	-1,861
312,04	-1,788
312,41	-1,444
312,78	-1,811
313,14	-1,819
313,51	-1,472
313,88	-2,023
314,25	-2,225
314,61	-1,839
314,98	-2,003
315,35	-2,014
315,71	-1,861
316,08	-1,971
316,45	-1,907
316,81	-1,750
317,18	-1,926
317,55	-1,856
317,91	-1,650
318,28	-2,307
318,65	-1,838
319,01	-2,027
319,38	-2,256
319,75	-2,070
320,11	-2,115
320,48	-1,909
320,84	-2,080
321,21	-2,040
321,58	-2,244
321,94	-2,286
322,31	-1,971
322,68	-2,052
323,04	-1,939
323,41	-2,037
323,77	-2,232
324,14	-1,866
324,51	-1,736
324,87	-1,896
325,24	-2,186
325,60	-2,176
325,97	-1,920
326,33	-1,707
326,70	-2,123
327,07	-1,650
327,43	-1,965
327,80	-2,042
328,16	-1,546
328,53	-2,139
328,89	-1,998
329,26	-1,956
329,63	-2,354
329,99	-2,192
330,36	-2,292
330,72	-2,267
331,09	-1,875
331,45	-2,102
331,82	-1,972
332,18	-1,880
332,55	-1,895
332,91	-2,098
333,28	-2,047
333,64	-2,280
334,01	-1,823
334,37	-2,115
334,74	-2,444
335,10	-2,141
335,47	-2,237
335,83	-2,131
336,20	-2,545
336,56	-2,012
336,93	-2,151
337,29	-2,398
337,66	-2,144
338,02	-2,311
338,39	-1,886
338,75	-2,462
339,12	-2,375
339,48	-2,656
339,85	-2,498
340,21	-2,121
340,57	-1,931
340,94	-2,326
341,30	-2,518
341,67	-2,127
342,03	-2,438
342,40	-2,552
342,76	-2,113
343,13	-2,158
343,49	-2,445
343,85	-2,040
344,22	-2,392
344,58	-2,331
344,95	-1,901
345,31	-2,008
345,67	-2,073
346,04	-1,877
346,40	-2,342
346,77	-2,338
347,13	-2,297
347,49	-2,747
347,86	-2,115
348,22	-1,936
348,58	-2,189
348,95	-2,011
349,31	-2,206
349,68	-2,453
350,04	-2,001
350,40	-2,094
350,77	-2,118
351,13	-2,069
351,49	-2,384
351,86	-1,894
352,22	-1,817
352,58	-2,359
352,95	-1,995
353,31	-2,500
353,67	-2,169
354,04	-1,986
354,40	-1,861
354,76	-2,293
355,13	-2,304
355,49	-1,716
355,85	-2,079
356,21	-2,177
356,58	-2,072
356,94	-1,767
357,30	-1,796
357,67	-2,139
358,03	-2,163
358,39	-1,789
358,75	-1,335
359,12	-2,188
359,48	-1,889
359,84	-1,885
360,21	-1,634
360,57	-1,776
360,93	-1,627
361,29	-1,714
361,66	-1,812
362,02	-1,083
362,38	-1,596
362,74	-1,321
363,10	-1,117
363,47	-1,415
363,83	-1,925
364,19	-1,516
364,55	-1,801
364,92	-1,254
365,28	-1,379
365,64	-1,651
366,00	-1,263
366,36	-1,313
366,73	-0,962
367,09	-1,144
367,45	-1,026
367,81	-1,170
368,17	-1,056
368,54	-1,241
368,90	-0,941
369,26	-0,322
369,62	-0,707
369,98	-1,242
370,34	-0,688
370,71	-0,011
371,07	-1,063
371,43	-0,549
371,79	-0,332
372,15	-0,157
372,51	-0,150
372,87	0,325
373,24	0,073
373,60	-0,084
373,96	0,655
374,32	0,602
374,68	0,915
375,04	0,373
375,40	0,606
375,76	0,792
376,12	0,992
376,49	0,737
376,85	0,205
377,21	0,492
377,57	0,725
377,93	1,444
378,29	1,809
378,65	1,720
379,01	1,798
379,37	1,652
379,73	2,121
380,09	1,992
380,45	2,952
380,81	2,541
381,18	2,191
381,54	2,424
381,90	3,161
382,26	3,393
382,62	2,827
382,98	3,353
383,34	3,223
383,70	3,538
384,06	3,618
384,42	3,876
384,78	3,555
385,14	4,265
385,50	4,234
385,86	4,334
386,22	4,621
386,58	4,154
386,94	4,976
387,30	5,038
387,66	5,451
388,02	5,366
388,38	5,637
388,74	6,127
389,10	6,306
389,46	6,275
389,82	6,284
390,18	6,871
390,54	6,818
390,90	6,825
391,26	7,366
391,62	8,027
391,97	8,091
392,33	8,132
392,69	7,847
393,05	8,474
393,41	8,855
393,77	8,392
394,13	9,373
394,49	8,711
394,85	9,242
395,21	8,732
395,57	9,655
395,93	9,488
396,29	10,496
396,64	9,913
397,00	9,726
397,36	10,227
397,72	10,727
398,08	10,842
398,44	11,167
398,80	11,823
399,16	11,326
399,51	11,059
399,87	11,642
400,23	11,072
400,59	11,711
400,95	12,220
401,31	12,649
401,67	12,697
402,02	11,909
402,38	12,424
402,74	12,756
403,10	13,287
403,46	12,689
403,82	13,228
404,17	14,413
404,53	13,602
404,89	13,565
405,25	14,247
405,61	14,376
405,96	14,213
406,32	14,378
406,68	14,338
407,04	14,710
407,40	14,902
407,75	14,559
408,11	15,397
408,47	15,158
408,83	15,709
409,19	15,234
409,54	15,755
409,90	15,682
410,26	16,130
410,62	16,106
410,97	16,051
411,33	15,944
411,69	16,743
412,05	16,232
412,40	16,894
412,76	16,874
413,12	16,991
413,47	17,396
413,83	17,707
414,19	16,725
414,55	17,300
414,90	17,386
415,26	17,463
415,62	17,186
415,97	18,363
416,33	16,691
416,69	16,701
417,04	18,296
417,40	17,785
417,76	18,380
418,12	17,886
418,47	17,964
418,83	18,607
419,19	18,812
419,54	19,188
419,90	18,676
420,25	19,359
420,61	19,329
420,97	19,376
421,32	19,433
421,68	20,263
422,04	19,440
422,39	19,084
422,75	19,137
423,11	19,868
423,46	19,685
423,82	20,383
424,17	19,838
424,53	20,202
424,89	19,482
425,24	20,228
425,60	19,300
425,95	19,422
426,31	19,800
426,67	20,514
427,02	20,476
427,38	21,027
427,73	19,705
428,09	20,511
428,44	20,082
428,80	20,559
429,16	21,240
429,51	21,375
429,87	21,419
430,22	20,938
430,58	21,485
430,93	20,824
431,29	20,872
431,64	20,846
432,00	20,268
432,35	20,821
432,71	20,450
433,06	21,324
433,42	21,385
